"Strings","AES_encrypted"
"When a larger picture is desired it can readily be made by enlargement, an increase in size of three diameters, or six times the area, being possible from a sharp negative without undue loss of definition.","b'\xf0lB\xfe\xdc\x91?\xce\x97:T\xa2\xdb\xeeV\x0e\x83\xa6\x17\x96(\xf9k\x13,\xe6s\xa3\xa7$\xa5\xd9\xd80\xbda\xdcK\xce\xba\xf8\xac\xd9\xbe\t\x99e\xf0\xe8\x96\xdc\xebRC\xdc4\xdc\xcf)\xfb\xa7\xaf\x03\xc6]\xe9\xb3xu\xc7\x92\xbc0\x102*8\xbe\xabd;\x89\x85\xdb9O\xb5X\xa5\x19E|\x7f\x10\xb7t]\xf6\x18EL\x06\x9b\xeed0atl\xb63\xb4g\xa2\xaf\x01\xed\xde\xf7\x0eD\xce0\xe0\x88\x15K$=,\xfdk;\t\xae\xf5|j\x025\x91\xf80\x12\xcc\xf5\x08\xc2\xfeP\xd2%} \x9c\x7f\x1d\x0e\x9ct\xbe\x7f4L\x8c\xe8\xab\x8f\xa7\x89\xb4R\xd2f\xb6\x84\xc5\x16|\xbe\x11!\x16\x8dG+\xdf\xe9\xbd\x94\x89R\xe0\xf0\xf8$\x893!\xad:\x03\\\x8f?o\xe7>Y\xf3+\xe470\xc0o\xca\x0c\x10\x89M\xf8$\xba'"
"For use from a tripod any one of the several excellent long-focus cameras now on the market will be found to answer every requirement.","b'\xed\xbd\xa7\r;:#ka\xf2\xbd\xd9\xfe*\xb0\x16\xd4\x80,\xdc\xbd\xfd\xe5I\xc9A\xd7\xa8\xb2\xbe\x88\xaa""\x82\x16\x90\x16\xee\xb5\x88p>\x0c\x84]\x9a\xf9\xe4\x88\x1b\xd5\xcfC\xf5,Nf\x92O\xba\x1e\x17\xd97\xd2_\xf0\x133w\xbb\xaa\xcddu\x01\x05K4Uj\x9cc-\xbf\x87|\x94\xf4\xb249S\xad\x19v\x85{i\x17R\xd0\xcdM\xd2\xd6\x95;M\x8a\xba\xa1\xfa\x9bq\xf9\x8d\xab.\xe0\x0b\xc9h\x07\xc2H~fy\xbaN%Q\x8ee\xf1\xbb\xfe\x10Ri\xc1Rr\x95\xab\x96|o\x8b\xa4\xe3\xf6*\x1fk\x0bu\xaa\xf3'"
"If it is proposed to employ a telephoto lens, care should be taken to select the camera combining greatest bellows length with rigidity.","b""\xd7\x8f\xee<|\xde\xb9\x1ek\x80Gl\xc2\xd7\x99\xf24\x9d\xe3\xb2$-\x98\x15\xba\x04\xafs\xfb\xdd\x01\xc8bt&\xde;\xa9\xaf]0\xea\x00\x04\xa6d\x80\xbc\xb6\xcaz\xdf\xcar\xdf',1\xcc\xc2\xdd\xadF\x90\xbd~Z\xebt\x14\xa1\xdcyV{@\xc8\xdf\x96\xf5\x0f)\xc7f\xbc\x9c\xb3\xc6=\xd7R\xd3\xce\x07E\xccpJ\x176_\xd6_\xba\xfbj\t6z\xd8b\xa5K\x0e\xec\xa0\xd5\x89#\x08\xf89\xeb\xbd\xa7 \x15X\xf8\x1c\x1d\xe0\xc2\xd3@Y\xdazc\xe5\xac0\xec\xf2\x94\x1d$\xcf\xdd\x13\x93\xa9\xd3,\xa5l\xccH\xc8\x13"""
"A reversible back increases the size somewhat but adds to the length of bellows, and will be found serviceable in the many awkward situations in which the bird photographer is often placed by the nature of his subjects.","b'\xb4\xedz\x9e\xeaP\x1a&gl_Q\x97P\x0f6\x01\t\xad][\xa7\x94\xa6\xdaz-\x00\x13m\xcb\x9b\x13R@\xdd?\xf9\xa8\x11\xd8\xc6{#\x80\xc5\xca\x80\xd6:)JD\x99ep$\x89\xcc\x1e\xbf3 \xa0\xe0\xc1\x16%\x1c\x0c,\x18\xf5D\xc4]\xbei\x9fa\x03\x96\x1d\x15\x11\xad\xefEt\xc4\\\x9f\xe6\xb4\xb5W\x11\x92\xc8Ae\x82Y\x8a\xfb\xf5\x94g&O\xd3D\xc1\x14\x95\xec\tGg\n\xcc\x1c\xb4A\xc4+\xe2qEN\x9c\xb7\x8a\xca&\xd7\x90\xf1~(\xd1|\xba\xdc\xf9U#\x05\xae\xce\xfb\x0c\x97\x9b\xbb\xcdw|`!v\xd24\x8a\x9b\xc6\x0fi}\xf6{\xb4\xb77/\x9d\xec\xdc\xa2%\x87\xd2\xb5\xf8z\x90\x9f\xb1D\xc7\xc7\xd3C\xb2\x13\x97\xecU\xab\xef\xd1+\xaa\xdc\xd4\x96!`\x95\x0bi\x89@NvJ\x84+j\xa5\xb2\xd5\xe6[[\xf9\x8b*\x18\xcfQ\x12k\xcc\xd6\x83\x89~\x9c\xe5'"
"The Kearton brothers have an “adjustable miniature” on the top of their camera, which they state “is used as a sort of view finder when making studies of flying birds.","b'\x1f\xcb\x96\xb7\x00h\x88M!YxZ\\\xb3\x15\xb6\xf6\\\xa4G\xe7R*\xab\xaa;\x0eeK\xe9\xbe,\xae\x15a\x90C\xd5\x1bP:\xfa\x8c\xc9pM$/k\xd7\x07\x9f\x86\xa5\x1c\x18\xe2\x07\x15\xd0\x03\xd2\xfa\x83\xe3|{\xd3X\x86Jp@\x97k@ \xcf^t\x05\x12e\xfb\xf2${\xb0\xf6\xec,\x06\x08""\xbb\xdf\xd9\x8dN\x15\x91\x9f\n}\xba[F9!\xa4,\xee\xf6\xa9\xca\x99C\xc0\xf7\xac\xbaG\xa0\x9d{ha\x82\xbc\xa7\x15x\xf2~Y\xbf-\xcd\x11m\xd1k\xb8E\x80Li\xe9N\xfd[-5\xc1\x8f\xcd\\=S\xa6\xce\xbb\xd6?\xcdp\xa0\xf8\xa9\x00`\xac\x04\xaf\xf5\xbfV><\xb4Y\xa2\xef\x9b,i\xb8\x02\xf3x\xad\xc2'"
"When fixed in position and its focus has been set exactly like its working companion beneath it, both are racked out in the same ratio by the screw dominating the larger apparatus.","b'h\xa1\xbcl\xbc\x0e\xa9\xc0\xc5\x88 Y\xab\x9c}%\x8e\xf4qH[\x10T\xbd)\x89\\~\x90\xdf\xe3\xf6\\`\t\xaa\x02\xa54\xa0\x07z/~\xafu\xb9\xf4D\xee\xd0(\xa0|g6""\xc9\xf5=\xa2\x16\x88*_\rx\x8eEQ)\x81\x8dq\xd5-\x04Rxc?\x14\xf8\xf9\xc2\x8d#S\xd4\xca\xb5\x03v~v\xad\xfff\x80>MQ\xb2\xec#Ln~H\x82\x7f\xe5\xa1\xd4\xcd\x9c\xec\xda$\xc1*\x16Q\xaa\xdf\xa8w\xd9\xccS\x9dk\x9bB@)\x03\x9c0FX\xb6\x1e\xe9\x1c\xdd\x83\xb7t\xabC\xbamEk\x08\x01\x1cE\xc3I\xdd\x8b~\x93tY\xeb\xb5\xd9\xb8&6\xce\xea/\xdf\xd1\x9b\xe4,Iz\x18-s\x17\x01=\xd6q\x1am7\xc7!\x8e|N{\xd9\xfd6wj\xe2\xa3\xfe'"
"”[A] The purposes of this attachment, however, 8will, it seems probable, be better served by the reflecting camera described below, while as a finder alone its place may be taken by the “iconoscope” and other of the prism finders, the brilliant image cast by which is such a striking and satisfactory improvement on the hazy outlines given by the average so-called “finder.","b'\xab\x06\x1bI\x84r\xf8\xe1\xe8\xed\x9c)\xc7^6\x9bM\xd1\x95\xd1\x1e*\xac\x1d\xf9\xd2\x03\xfa\xfe\x11z5\xfee>\x8b\xe52\xa5\xdf\xfd\xac\x88\xc4\xff\xb1xI\xab\xba\xbedC\x99.\x10\n\x1e\x17\n\x94\xcd\x17C\xf6\x17\x15\x90x\xb9C\xf7\xbc;\xccFr\xe4\x91\xe2\xe5\xd7\x88\x05\x0e\xb8\xd2\xfcS\n%\x99$m=\x9f\xde\x8cJ^\xdd-nR\x1a^92\n\xc4\x06\r\xf1\xaf\xa81\x04^\x07%\x05\x82\x8a\xb0\xaa\x94\xa4j\x96\x01\x8965\x03\x8e\x12\xd6\x9c\xaeG;\x1f\x12\xa2S\xa5\xffW_I\xd3\x1d\xb1\xe8\xd3\xd7\x1c\xa7\x89-4J\x8f\xd0Pd\xdd\xdb(?\xcb\x04\xbek*\x14 !\x87\xdbB \xb2\xf8\x0c^6\x84R(\xa7D\xdaY\xcfB:\x93\xffEE+\x1a\xa2\xd2@\xc4\xa5\x9f\xf5\x19\x16\xef\x9f\x0ci\x18\x84\xd6;,}P\x83\x835m\xd2\xafq`F\x8d\xa2\x0eq\xe9\x7f\xb0""S_\xd4egc\xd20\xcd\xe7\x9fD\x14aw\xeb\xceu\xd3\x8eZ4\x96\xbb\xd2\\vg\x14\xcff\xcai\xee8\x9e\xe6\x9f\xf1\rY\xd9\xfd\x083\xf9\x04\xf2\xfd\x078\xd6\xc2l\xf0\xdf\xc9\x8c.\xc6\x17\xec\xe7 \xa4z\xd8\xf3f2\xdcu\xe8p]\xe6\xb3\x85\x89E\x90\x17\xd9\xc5\xfa\x16\xa1Q\xfc\x08\xb4a\rb\xb7\\gQ(D\xc13\xac|~\x0e\x8a\x8a\rx2\x1dS\xb4H\x95Nc\xc6\xb2\x83}\xbbU\x1a\x17\xc5\xd5\xe4\xd2\xeaN&\xdf\xccw\xdf\xbf\x04\xf4\x1f\xe6\xe9\x7fe\x98\xc6A\xf3\xe9\xec\xc8\xdc\xfe/\x90\xba\x8e\xf0g'"
"Kearton; a work of the utmost interest to the animal photographer, who should also read With Nature and a Camera, by the same authors (Cassell & Co.","b'\xf4\xbbm\xf0\x95\x82\xe3\xd0\xeb!\x07\x7f\xe1\x04\xc4\xba\xb2@\xd5\xff\xa4\xb1\x17\xd6\xc3Q7E\xf3 \x8bp\xcf\xc5-\xf3\xb8o`\x9dU\xe01-\x0e\x99\xb3\xe4ye\\\x1f\x15\xebH4G\xdc2x\x83t\xdb\x91\xdc\x06-\xee\xe3\xf5H\xcb\xd8KL\xff\xb0*\xac\xdd\x96E\xa5LL9\x82\xb8\x0c\x1dU\xd4x4b\xa2""\x03\x1b\x00\xd96\xd4\xf2\xd0\nQ\xd2\xed\xa4\xa9\x91\xd5@4\x17\xa3\x9f\x1e\xc8\x9e\x90&\xfde\x12\xe3Yo\x9e\x12U\x19\xa5P\xe2\x01e\xe4Jny(\xda\x1e~7\xee\xacM\x0c\x96\x1b/\x12\xeb\xb6\xae|\xf6,\xfa(\x9dv\x07\xd9\x99\x16\xf4\x8c?\rB$1'"
"For use as a hand-box only two kinds of camera are available, for it must be borne in mind that the set-focus or short-focus, wide angle “snap-shot” cameras, so popular among the button-pressing fraternity, are not adapted to the wants of the bird photographer, who must therefore avail himself of either a twin-lens or a reflecting camera.","b'\xb1\xde\xc0\xc4\xe6\xf6\xf2\xe9#$\xb6\xc7\x80\xcfW{9\xa5\\GTUC\xc7\x98)\xe2B\xc4\n\xc81\x907]\xa2\x1b-S<\xa3\xa6\xfd\x1d\x7f\xf5\x83\x1fdx\xaa\xf1\x96TM\x04C\xba(\x81\x1e\xc6\xfc\x85eaF\xae\x11\xb3\xa6u\x97\xecj\x01\x12f\x93\xf9DqC\xbb\n+_\xbav\'M$\x1ap\x8a\xcd\x91\x91o\x10\xdc\x1b\xc0\x0f\x02;\xea\xe52D\x18\xb9\x06\xbe\x90""`{#\'\xc2\xaau\x9a\x9f\xcd\x05I\x1e;\xf9W\x9fG\x0ch\xfc\xdc\x1c\xa0U\xb8q4\t\xa3\xbe\xfc\x8b\xefV\xe5P\x18\x1bZ\xf4\xf68XQP\xa7\xad\xee\x1dR\xe1\x8dhe\xf6C\x08\t\x02\xd8M-\xcd`a^2x\xf4\x81\\\x1f\xf2\x12<0\x8f46\x07\xd3\x9a\xc5\xc8\x84\xeb\xd4\x0f\xdd\xdf\\lh>C\xb21\xbdru\x17\t\x16\xab\xbb,\xe8\x88f\x86)\xc3_\xb6\xb7\x94\x96V\x08/\x03I\xc1t\xa1\xa9\xe5\xb0\xaf\x9b\xda\x1c\xedL\xd8\x10\x984be\x1eQt\xb94\xc1\xe0\xd1->5\xb4w\xe2.]G\x92\xc7\xed\x94\xb0\x9d\xe9_\xdc76\x1fb\xa1\x19i9BR\xcb\xd7\xa6\xb7\xfb\x18\xe3\xf0o$\x9a\x00\xdcr\xb2;\x00\xe7\xaa/A\xf3\x8f\xf1\xa5\x17t\xf3\xb7\x93\xf1\xa9\xe5\x1cI\\\xf2\xe96A\xaa\x1d\x02L\xffg\xda\xa0\x04b\xa2\x9e\xfb\x80\x94y\xe6<8]\xfa\xc1\x89\x9c\xd2\xb3\xc1\xae\x8e\xd9&\xf9$:\xbf'"
"Twin-lens cameras are manufactured by several well-known firms, but the trade size is of too short focus to be desirable.","b'\x1c\xdc\x94f\xe9i\xcfmx\x9a\xdd\x93\xa3\xc3mL\x13\x85\xed\xbb\xac\xee:\xf6\xac\xddRc1\xfcmG\xfd\xbd\xdd\xdc\xa9c\xc8b\xe2\x83""y\x982}\x02\xef\xed\x8e\xd4P\xe2\xc7\xaa\x89\\^\x8e#\xa7U\xdb{\x9c\x93\x02,\xf0\xec)\x8f\x806\x81\x9d\x8f\xb3\x90\xdb\xc0Iq\xa8`>\x16N\x83;\x97\xddR\x82x\xbf\xe0\xcf\xfa\x94\x99\xd3\x80\x06\xacN\x85H\xb4K\x9c\x8b!(d.\xfa\xa3E\x9b\xa3\x9b\x87|\xa0\xe8E\xcc\xc1\x97\xe4\ry\xd9.t\xfdp\xc2\x88\xe1D\xd6'"
"The lower lens makes the picture, the upper projects a duplicate of the image cast by the lower lens to a mirror set at an angle of forty-five degrees to the plane of the plate, whence it is reflected upward to a ground glass, which is protected by a hood, on top of the camera.","b'\x8d\xdf\x9aX_/\x10\xc3GS)\xa8=\xf5u\xa0W\x10&U\xe4Y\np\xdaF\x9c\x92\xc6\x9b\xe1\xadab\x8e\xa5\xe6G\xa4\xf6\xf9\xfb\xf9b\x8a\xf1\xc6\xfa\x94\xf6\x16\x02\x8c\x18\x86\xf4\x13D\xd8QDMe\xb6\xd1\xbb\xd4""\xc2\x9d\x8d\xe3i|\x94\xcd\xb8a\xac\xe5E\x11c\xc0\xd0\x0ei\x83j\xc2\xa9\xc2Eo,Bs\x19\x9f\x93LG\xc8\xdfri\xb8n{@\x96U5\x07\x9e\\S\xa73\r\xb7#~I\xdbZ\xaf\xc4\xa0\xd48W\xc9\x04l]\x98\xcd\xbb\xe9H\xe5\x1d\xd4V\x8b\xaeN4h\x90!g9N\xd9TvG\x86\xf1l\xb6\xaf\x10s\xf8}\xef\xae\xef7\xe6\xb6~\x07\x99d-\x99\xb7j\x86S\xeekD\xaeT\xccw\xc5yt+v\x83e\xf7\x12\xb4\xe7#\xbc-\x01\xd7AL\xd7\xf7+\xf9\xd9\xce\xfc\xd68A\t.$\x7f\xc8,\xb6\xdf\x82\xc7n\xeb\xf8(\x0b0\xe0{\x18\xc9\xc1\xedA:z\xf6\xc9%\xe7\xc0\xad\xb8t\xb7*\xe2\x8a\xb6\xa1\x90\x9e\xa3\x04\x1c\x88\xbb\x8f\x85\x8a\x04\xa0\xafY\xb8{7i\x950\x8bC\x99\x00\xb1V\xb9\xbd:65\xa8e\xb1\x90\xcbb\xe3qf\xe1\xbf\xf3\xedF]'"
"To focus perfectly the lenses should be “matched” or “paired”—in short, interchangeable—thereby greatly increasing the cost of the camera, which is also rendered objectionable by its large size.","b""\x04\x85\xa3t\xc6V\xc4\xc67w$T=bW,\x88\t\xc9\nVC\xda\x1f\xeeSU\xaa\xb0~\xae\xa0\x9f?\x84\t\x1c\xe7\xd8(\xb5\x03\xfc\xcaP\xb1\x05E\xec\x8e\xcd.#\xa8\xf9O\xd3$\xa7\xfd\xe9\xdez\xb8\xe8\x12:\xa6\xf2\x81\xbd\x81q[&cB\x1e=^\xf8\xbf\x05s\x1a\xd0gy(j\xee\xaa\xd8\xfc\x88\xaf\xabXi\x15\x06]\xc4Y\xc4S\x7f\xbf\xe3\x96\xb6\xe7\x08{\x15]|y\xe7\xbc\x8cA\x9c\xf7\xe1\xf3\x82\xce\xe5\xac7\xdc\x86aQ\x12\x85\nU[\xf03\xb4\x0eL\xdeLjX\xf2L\xbc\x92r\x86\xfeI\xff\x89e\xd6:}G\xae\xa0S\xbe\xbd\x1a\xc2'\xb4\xf8%vJ\xc0\xce|\xdd\x07\xb7~\xd4.\xca\xb5T\x88\x9bZ\xd2\xf9\xf8\xaa\xb3\xa89m\x96\x92\x02+)\xb6\xce\x87%\xacL\x88\xe8\x8b\xb4\xbf|\xf1N\xb0s\x01_q"""
"The reflecting camera possesses all the advantages of the twin-lens, but requires only one lens, and when in use is not materially larger than the ordinary 4 × 5 long-focus box.","b""B$GK\xd0\x04D`+\x86I\xfcD}\x03\xfa\xbf\xe9\xcd\x93\xd2\xf4\xf9\xea\xea-2\xc4\xdbG\x0c\xd2\xb1\x1f\x16\x0c\xfe\x0e\xed\x95\x1c\x94\xe8\x9b\xba\x1c\x08\x80\xe6\x936\xc9\x07\xea\x9d\x83\xae\x03\x96\xbd\x1d\x19\xf1\xdc=\xc9\x12\xbeF\xdam]ffjK-%$\x95kq\x06\xb2#\xa4J/{\x85\xba\xe9;\xb2wO\xf8OO\x99\x16\x99\x0c\xdeY\x0b\x91(\xba\xf9\x82\x1f'\xb4G;\x96\xc1\xf2\x80\xe0\xbdE[\xef\x9f\xf5\xcd\xf0\x86\xbe\xb5\x9f\x93\xfd\xf3\xf3Z\xe2Z/\xc9\x87!\x17.\xef\xc9\xfa\xe2\x13\xf48|\xef\x80\xc8\xe9\x9dR'Y\x85\x1eB\xe7$\xc0i\xe2\xc4\xcf*5\x19\x00\xdb\x98D\xef\x8b\xd3\xa7\x0f\x17XIv\xf4\xba\x96|\t\xf3\xbfK\x08,\xec\xe7pS\x01|\xd9\xb6\x14U"""
"9The reflecting camera now in my possession was designed and made by John Rowley, of the American Museum of Natural History, and was fully described and illustrated by him in Bird-Lore for April, 1900.","b'\x02vU\x7f.;\xb0\xac\x89xNT~\xe4""\xe6\xb6\xcb\xc0J\xe4&\xb3\xb7\xf3$fn\xd5o\xa7]\xed{\xb9\xd1\x18\xf3L\x1e\xbb\xb4\xf3\xc53\x0e\x02\x11\xe0$\xa9\xc9lDFvK\xdc\xcbPW9\x85#\x1a\x186\x05gL\n\xc6\xf7\xda\xa7\x92(&qA\xfdR-\xed\xf4O\x97\x80\x8c\x0e!]\x07\xe7\xa2h\xc1YcG#\xe5\x83\xc0\x803)\xb6\x98\xed\x92[\xab,\x97""\xa9*\x93\tO\xfd\xd3\x81\xac\xa6Hq2\x9a\x01\xe3wb\xd8e\xa3wT\xcf\xac\xe6\xb1\x85\x8a+e\x05\xf9\x10\xcc\x15n\xc4-\xc9\xbb\x17\xcaJ#\xf7\xd2Tax\xbdhO\xc0\xe1\x0f\n\x10\x97\x12\x91DhH\xa4\x05\xc7\xcd\x89\t""s>|-lhv\x8a\x14\x99\xcba[\x9c\xc9\xa2n\xa0\xfc\xef\x88\xe5\x9ceg\x94\xd5Gu\x04\xfc\xe7\xf0\xf0~\x98\x82'"
"It resembles the upper half of the twin-lens camera in that a mirror, set at an angle of forty-five degrees to the plate, is interposed between the latter and the lens, and reflects its image to a ground glass on top of the camera.","b'\xce\xe0b\xab\x0b \x0c\xbd\xfb\xa1\xf31\xa3\x9406\x19H5`}H\xbd\xfa\xc12\xe6\xe1&\xf6\xabhJ_\x0b\xea\xeb\x1b\xb2\xfa\xd4xVP\x0f\x9a\xab\x8d\xdfIn\xb6\xe5\xaagf\x12\x171\x04\x14R\x80B\xfd\x16;\x13\xa3\xdd\x0fl\x93\xa52\x91\xb6`\xb5\xa3\xe0~O+\x00\xc6\n\xdb\x1a\xdd\x81\xd0\xc7\x89\x952\xbfP%\x9f\xe5\\45.8=\xf4\x9b\xe7\x93\xdc\x18\x08*_\x8fw\xdeg\x14\x8cN,z\xe4`\xb1qu\xaa\xe0\x1as\xf7F3\xa7\x8d\xc8\xeb\x1e4\xd8\xdci:\xe0\xbb\xa0\xfc\xfee\x907[\x81\xb6\x7f\xa9\xd0*Q\x87\xe5\x97\xcaK\x138\xa7\x1a\x14S\xf6\xec\xec\xc2!<F\x18X\xbf#\x82\x19\x0c\xb8W&\xbb\x9cA\x1b<\xad\xbf>2\xa0g\x9e,Mmn\n\x8a\xbf\xd1^;\x89~\x99\tOK\x07p\xfe\x9f\xab\x13^4\xb2}%\x92+vy\xaf\xe5\xdc\xea\xaa\x03/,1\x17\xe3)\xa0\x9a\xb0\xefms\xc3\xf7\xafF'"
"This mirror, however, is movable, and the desired object appearing in focus on the ground glass, a lever is pressed downward which raises the mirror to the top of the box, where it automatically releases a focal-plane shutter (see beyond, under The Shutter) directly in front of the plate, when the image-bearing rays, before intercepted and reflected by the mirror, are registered on the plate, from which the slide had previously been drawn.","b'""\\\x94\x14\xde\xa7\x89+\xd7j\x10\x89\xcdm\xd5\x97cQ\x83sW\x16\x11\xc4\x8fP\xbc\xf4N\xb8\xe2\r\x82\xdb\x1c\x10&\xcdG\xee\xdb:M\xd9 \x16adE\x00pV\x03\x86){\x0e\x7f\xa7\xc8c\x94_TK.\xc9R\xb1p\xa4\xe0p=\xda\xd9C\x87\xc7\'\xfc\xec\x15\xfb\x80\x10L%\x1f\x1dR\x1fa\x17\xd1\x10q\xc4 R\x8f0\x07:4\x11\xcc\xb3J\xc6\xa8\x15\xe0\x01\xaaQU1\xfe\x1df\x80\x84\x8a1r\x91\xaa* C\xde\xa2\x1e\x8b\xfd%\xeaU\xb7A\xa8(\xa4\xb1\xa7v\xf6\x0bO\xceb\x92\xbb\xe7\xea\xfc\x8e\x84\x8a\xea&\x16\xad\xec\xad,\xdd\x0ff\xa8\xcd\xd8\xb2\'\x17\xc1\x84\x00[\xc9\xdf\xaa\xb5\xa9\xcd\xde\xf0E\x92!\x03\xf5+/0cyB\xaa\x05\x9c/\x14\xa1.\xdc\xa4v>U\xe4/ug\x90\xc7\x94\xa5\xabYK\xc6\x1d\x99\x9e\xd5\x15\xf3<\x8bIf\x1f\x18\xdbO\xd9N1$\xa3y\x8ab\x1f\x83\xed\xbeOL\x0fXL7DF\xa5\xa0\xb0\x99\x0b\xe4C\x92\x02\xe2\xb8\xa0\x10\x98\xd7\x12:\x16\x7fT\xebq\x13\x82R\x00b\xcb\xc2\xaf\xc9C\xfc\x03YK\x97\x08\xdc\x0b8xn\x81\x01\xe4\x92\x98\xb5\x19\xdcj\xce\x88B\xef\xe8\xa7\x10\xba\xf74\t\x90\xec\x9f=\xcb*\x10\xeb\x88\xad9u\xa2\x87\x18\xadC\x04P\x18S\t\t\x82eo\xce\xaex\xb7\xa6\xad\x94\x94\xdfO\r\xedo.;\x84\xf6\x85S\xdfM\xfb!G+\xb6\xd0\x83\x12\x80w\x0c\xa6\xbbE\x07c\x9d\xf6+~/e%\x94\x10\xe1,\x11\xb4\x9b,\x17\xb3 \xe3\xd8`\x9b\x9f\xddm\xeb\xac\xdau\x8d\xe3WI\x7f\xf6\x98\x06\x06\xa7@\x18\x8c\xf0\xb3X\xb7\xa2v\xe1\xf9\xe4\xb9\xfaJ\xac\xa3\xb6_\x0e\xf0\x8dp\x90\xe1\x19\x0c\x0bA}\x90\xa4\xb1\x05\xac*\xa0\x10\xdd\x93\xf9+'"
"When the focal-plane or curtain shutter has been set and the slide drawn from the plate holder, this camera is like a cocked gun, which may be fired the moment it is sighted; or, in other words, the exposure may be made the instant focus is secured.","b""\xb1\xf9\x9f5\x07\xfe\xc6\x89\xab\xe0T\x82\xa5\x90K\xd6|\xee\xefP\x9c\xf7\x9a\x95E1f\xb2T\xdc\xb6\xc4\xa7\x0c~\xd2q\xe4o\x8b,m\x8f\xc6\x92`P\x88\xa2*A-\xee\xabbb\x1d\xa7\x7f\xd7\x80\xfa<E\xbe/\xc8m\xad\xc2\x04\xabO\xca\xb9~^\x86\t\x1cR\xcc\xb9\xed\x07\x1b\xf9\x07%^9v\x92Ueo'\xfd\x0f\xf2\x17\x96\xab\x84N\xdc\x8f/=\x91D\x0c8v\xfem\xec;#\xdc?*\xb2\xffp\xc3\xb3N\x1c\xf1\xda\x9a\x85z\xca\xb4\xa9\xefH\xf9\xb9\xc4\x9f\x95>I\x88\xae\xfa>\xc0\x0bgz\xca\x02a\x04\x92\xbc\x82\x90\xd3\xa4\x01\xc8kZ\xb4u\xd3\xbd\xa5\x8f\xc6\x84\xabPu\xc3\xbbYa\x84Q\xd0\xb1Wz\xbdG\x84\xad4\xc2\x9adXI\xeee\xa2\xfe& \x85[\xfb\x1d\x05\xfb\xb5\xcc\xc6#\xab2\xa8\x8f\x03\xae;\x01\xd4\xf6=]3A\x87\xb9\xd9K\xfb\xb0\xe5\xc2\x1c\x0b\x9b]f\xcef\xb0.\xc0\x99\x87\x08\xa3{\xea\xf8\xe9\x03\x9b\x1dq5n\xa3'E{;8\xa5\x92_n,"""
"With this camera one may take advantage of any offering opportunity to secure a picture of a bird or beast when afield, and this fact, by increasing the possibilities of an outing, adds greatly to its pleasure.","b'_1\xbbY\xd7\n`\xc0\xcf\x9d\xc8\xfe\xc0\xfa\x18\xfecJ\xf3\xfb\x9a\xe8\xea\xa7\xd4\x14\xdb\xa1z\xe0\xeckaP\xeb\xe9\x19\xca\xf1;\x99\x7f\x9e\xd7\xfa\xd8\xe3\xd2\x90{G\xaaF\xc1Y\xbb\xa0\xc0\x9a\xe3Q&\xe4\xd1oPH\xcaV\xc72\x12*\xd5*\x9b\xac1\xca\x8f\xfc\x90\x1b\xca<\x8cX2Q\xf5\x07\r\x86\xd2\xa4E`\x1e\xc6\xedc\x13\xca\xa4\xc3|!\xe1\x8c\xff\x96\xa3a\xa2\xafH\xf5\x10\xa7\xfd\x11D\xdb\x19\x1f\xc3\xa6\xe1\xe4\x9ec1\x17\xa7\xb0\x15A;\xae\x11\xcd\x06\xd1Y\x94\x97\xb3\t\xc6\x93\x06\xd0\x91\x15\xa3\xf5\x95\x87!J\xec\xac$\xf9X\x18\x0e[\x04\x0e\x10K\xdd`o\xcf\xab:p\x86\x92\xfeY\xc8\xda\x8d\xfa\x8d\xd5\xa8\x16giu\x95\xf3\xe5)\xfa\xe5\xa5F\t\xb4\x15X\x81\xc8\xf4\xfa\xc5\xcb\x84\x9bvs\xbdu\x93\xd5\x0f\xa85\xce\xb5\xb3\xe2o\xb7l\x82T~\xca\xcf\x1d\x95\x9dX\x83'"
