"Strings","ChaCha20_encrypted"
"”[A] The purposes of this attachment, however, 8will, it seems probable, be better served by the reflecting camera described below, while as a finder alone its place may be taken by the “iconoscope” and other of the prism finders, the brilliant image cast by which is such a striking and satisfactory improvement on the hazy outlines given by the average so-called “finder.","b'w\x81/\xb9\x89TA\xbcs\xb6\x95\xca^k\xae\xcb\xa79@\x81;\xf3N\xffM\x0c9\xac]\xbd\x81\x0e5\xc7q\xa3\x0b\xb0\xdb>\xec\xf6\xf90c\xfd\xddE$u\x92\x94\xff\xd2R\xd0\x14\xf0~t\x16\x181~\xdd\xc4\x08\xfeJ\x89\x8c{\xedY8\xe2\x17a_\xee\x18;\xa1\xf2\xbai\xe1\x9aW\xf2\xb8\xee232`\x02.\xdec\x97\n\xf9\x1f\x0f\x9e\xc4\xda]\xcb~j\xfcS\xc1D\x08\xdd#\xfc\x08\xf4\x10\xd8AjmL{\x82\x07\xa8\xe9\xa3\xffI\x8f&r7v\x1fDzm\xdd\xe5H\xc2e\xcb4%\xd5n\x0c\xbf\x9a5\x05s\xad[\x87\xa5\xa2\xe5\xf20\x9f\xb1\xdee\xa3\xc1e%\x91\xa2s\xdd\xba\x06\r\xadF\x92\xac\xe2\xaaBc\xffX\xdbLc\x8a\xf6N\x01\xa2I1\xa1\x8b\xe0\x10\xfb""{U\xe3\x8e|\x86QP\xfbL\xbb\x83\xfe\xfa\x8d\xfc\x98Tp\xa8\xc4\x1b\xc7\xdb\xb2c\xba0}\xf8\xafs\x07\xcc\xd2\xa0\x07/\xee\x847<\xc6\xb704u\x10\xd0x\xcd[g\xb6\xae\xf7\xfa\xf0\xbf\xf1I\xf8v\x8e\x8a=\xa4\xda\x9ec\xe3=\x02\xdc\xf4\xe8\x99\x87\xc4\x9e\xdd\'\xf1\x0e\x90\x93\x8c\xa4\x87\xc4\x9d\xc5\x03?\xe1\xc8\x06\xf0\x9c\xf9\xaf[\x18\xdf\xc17\x0b\'$B,\x9c\xd0Y\xdd`\xdd$\xbcO\xc0\x81\xff4\xfc*|\xe5\x1d1\xb4-\x16\x9f\xad\xad\xd3\xc3*O\xaa\x85\xc6\'\xb3\xed\x8d\x03\xc9\xe6\n\xd6\xdf\x96\xdd\xa1\xdby\xa9`\xb9Np0v-%\xac\x93@\xf5'"
"Kearton; a work of the utmost interest to the animal photographer, who should also read With Nature and a Camera, by the same authors (Cassell & Co.","b'YB\xe5;&\xad\xc5\xe9\\\xb3 \\\xa6\xbdX](9.\xf9V\x1a\n\xe90\xec4GQ1\x94\xe3\xe2U\xd6\xc7\x8fT\xe3*\x18\xee\xd9\x98r,x\xc2\xc5\xc1GZ\x01(~t\x11\xbf\xd2\x9d\x90\xe0I\xed7@\xde\xa7<m\xae\xf8s]/q\xc1\xa2\xb2\x12\xf6\x13\xb2\x84\xa8?\x03E\xf8^\xbf\xd5{\xa3&Z\x11z\xe7\x11t\xa3\xb6\x97l\x9c&\xa5\xc4<\x14\x0b\x98j\xb6X\x1d\xe9\xd1\xeag\xc6\x0f\xd3h>Z\xf5,o`Yb\n\x97\x1c!\xfdy\x0b\x91>\xbc\xa6\x92\xac\xe9g'"
"For use as a hand-box only two kinds of camera are available, for it must be borne in mind that the set-focus or short-focus, wide angle “snap-shot” cameras, so popular among the button-pressing fraternity, are not adapted to the wants of the bird photographer, who must therefore avail himself of either a twin-lens or a reflecting camera.","b'\x1e\xce\xb9\xe2\xa3\xa2\xf7\x04\xc1W3\xc6\x00\xaf\x0c\xf8\x01\x03`\xd0_\xf0\x97\xb5\xae\xdaW\x1a\xddp\xce\xc2h#!2!\x80\xf3\x18\xaf\r\xfe\xe1A5\x9ex\xa9q\xae\xc5\xb7P\x1c\xe1\x91N\xf8\'j\x81\xba\xee\xf5\xbfU\x0f\xc3\xca\xe3\xcc\xecU0\xb3S\xee\x11\x18\xf5Tw\xd1\x05r\x07>\xa9\xcf\x8d_\x98\x0eP\x08>\xd2\x1e_\xbd2\xc3t\xc4W2\xeeWE]\xa1\xe4\xc8D\xa39\x95\xaeU4!\x93<\xa3\xd1\xbe\xebHP\n\xb9Y\'\x0f\x07\x92\xd9\x9e\xfd9\xe9%\xf3\x86\x85i\x10\x03\x9f\xdbD\x01G\x80\xe2\xfd\xcc$\xf8>\xe6\xf6\xed\x91\xfe\xb9d\xd4\rW\xf6\xbf\xa3H.\x12\xf69\xe6""\xec\xeb\x96}\xe0\x91e\x10X\xef\x96\x7fX\xb9\x15d\xf7J\xcb\x12\x06O\x10\x12\x9a6\xee\x94!tj\xfb\xed\t\x94u\x99A\xc7o3\xf6\x14\xca\x9d\x93\xcc\xf1t\x0e\xa3\x195\xd3\x04\xad\x92\xea\xd57\xe6\xb7c\xa8\xe0\'r4\x89t\x92\x02\xfe\x8d\xc2>Yw\x97+f\x1f\'#z!\xa3\xf4\xb8\x07`T\x10\xe7\\\n}\x9d\x06\x1d\xaa\xf3\xa0\x1b\xa4\x8e9\x04A\x1e-eZq \xe5\x87\x19P\x05r}\x88\x99j\x18 \xe2\x7f\xa6\xb7\xfbC\xa1^B\x19\xbb\x87\x84\xcdS\x85\xb8g\x19\xf2\xb1\x96DI\xffIWc\xf5{\x9c\x14\x9d\xf4C\x12'"
"Twin-lens cameras are manufactured by several well-known firms, but the trade size is of too short focus to be desirable.","b""'H\xa2Yd\xd0[k\x8djWf\t\xce\x94'e\xde8\x84Ca\xe7\xf3\xdc\xe9\xd4\x8d\xcdM@\x81\x97\xe0Y%\x9e\xf0\t\x83\xcey{\x1f\x86}\x04 9\xd7\x7f\x98\xad\x8e\x99\x9d\xa2W\xc5\xf6R\x9a\x0fw\t.\x92:\xfe`\xb3\xa5\x96\xd3\xde\x18\x9f\x97\xa6\x14kU\n\xbc\xf5;\xb73O\xe5\xbd\x05\xe9\n!\xe6\xf6\xff5ix\xeaE\xff\xc5\r6\xa8\xfe\xca*N\xbb\xa3\x8d\xc7\xf1\xb6\xc5\x16n"""
"The lower lens makes the picture, the upper projects a duplicate of the image cast by the lower lens to a mirror set at an angle of forty-five degrees to the plane of the plate, whence it is reflected upward to a ground glass, which is protected by a hood, on top of the camera.","b'\xf0\x82P\xb7wG\x16\x90\xb7=\x13\xab\'9\xec\xad\x06x/\xc2\x8c\xbf\xc0\x19\xb2qw\x1a8\xc4\x17r\x19\x89Li\x11\xe4\x00\xf2/\xba\xcf\xdd\x89\xcdf\xe7\x9d\xe4\xf5kL\x9f\xffGxw\x88\xc7\xdd\xf4S\x19\xe0\x82gb/\xf1V\x97\xd4\xaa\x00\xbb\xfb\x92\x16\xd1\x10UPg\x9b\x04\xf0\xd6H\x9c+S\xf9\xf0\xcc\xdf\\\xd8\xac\x83\xc9\x8e\xaf\xb7\x0cl\x06\xfdC\x96\x1b\xcfx\x0f8r\xdf9\xf2\xa5\xc0|\x06q\xab\x10#\xd8\xc2\x87<\xefD\x93a\xc97X\x1f\xc7t\xf7\xff\x94\x84\xb6\x03x(5\xb8\xa58\xbb_\xe9\xeb5r\xc2\xb1\x8ac\x17wE}b"".\xddX\xbdS&c\x13\xc7""\xea>\xc0\xe2CQ\x80\xd4\xd6b\x06\xb7\xe4\x0eXi\xe2\xdb\xd2\xeb\x98\xec:|\x029\xedF\xd8\xc3n\x95CH\x1e9gw\xee^\xef\xed\x02,\x91xw\x02\x81\xdf\xf8\xa1m\xa2\x891\x7f\xa7\'\xd9fB{\x1a,\xa5($\x04\xd6\x80\x15\x11t[\xb6\\\x82N\xeb\x07\x93\xc8\xd8\xda\xd3\x91\xda)\xe4~+\xcaf\xb3\xc8=\xf7\x1e'"
"To focus perfectly the lenses should be “matched” or “paired”—in short, interchangeable—thereby greatly increasing the cost of the camera, which is also rendered objectionable by its large size.","b""\x93\xaa\xdb\x85\x9c1\xbb\xd4\x1ddQ\xd3\xcbko\xc1 \x17>\xbc[\xfc\xb9\xfe\xbfH\xfdh,\x99\x06Z\x10\x92j\xd77\xd8\x16\x18^\x95?\xd4I0-\xb7@\xf1\xd1jl\x05\x8d\xc3\xc7\xb2\xd1Y\xbd\xc6*w\xd4=\xc4\r*\rr\xd6\xbf\xff\xed\x01\xd6\xaeC<o\xc8\xfe\xb7\x9e\xe4\x13i.3,JO\xc2\xe5\xc1W\xc7\xc7VPm9\x82\x8a\xa3\xc6n\xc0\xc7\xb4\xe40\xf5jH\x9eG\x06\xe1@\x18\xe0\x1cU\xfd\xe2a\xecs\xbd$\x07\xb6\x04\xe1\xd4\x90e\x01\xcd\x19\xc3?\x88\x1e\xde\xb4\xd1\x08\xb4Pi\xad\th>\x9e\xe5\xa5-'\x08\x88\x16\xd8\xbdf\x19\x86%\x18\xec!\x8d\xc9\x04\xaeSq\xe6\xcd/Oq\x8cNs\xbe\xf3\x1e\x9e\x17\xe4\xb3\x04\xd9\xa8\xf0\x897\x1ayK\xce\xbd"""
"The reflecting camera possesses all the advantages of the twin-lens, but requires only one lens, and when in use is not materially larger than the ordinary 4 × 5 long-focus box.","b'\x8e\x01\x9e\xf1\'\xec\xf5\xcbO\x8a\xbbX\xc8_\x05M\xb5]N\xca\xa5\xe8?\xd3\x8b@`\xd2\xf0\xa7%\xd1A\x8e+\xb00""\x16\x1frj\x1b\xbe\xc3`)\xca\x89\xe4\xf2.\xe6{\xb05~\x03\xe08AF\x93$>!\x85\x07\xbe\x1d3\xb7\xdf\xc6e=\xda,t\x87wX/\xb8ag\xf5\xf9M\xef\xb0\xa2X\xd9\xf3A2\xaeG:\xbe\xa6Mg\xe6n-\x14-BATM\xe21\xd5""\xc0>\xb1^\x8b\xbf/| \xe4\xc9\x84\xf6\xd6}\x03\x95\xedtyXMD\x14\\\xf9\xc4Z\x7f\xe8s\x00\xaf\x98W3s#\xdfb9kI$\xc8\xb6W\xa5(Du\x9b\xe2\xd2\x9a)\x91$\xff5\x96'"
"9The reflecting camera now in my possession was designed and made by John Rowley, of the American Museum of Natural History, and was fully described and illustrated by him in Bird-Lore for April, 1900.","b'\xb8\x89\xa7\xdee\xdd~\r\xb0\xda~z\x1a\xae76\x04\x8c\x84\x91\xcaq%\xa6\xea\xe9&\x8fRC\x8e\x10\xc2y\xce\xc3\xc6\xd1)SvTR\xb30\xa9fv|\x1f\xe4\xf8\xbb\xde\xbd\xa2\x95\x96\xe7 \xd8|\x1azB\xdc\xd3\x80\x7f\xd0\x03l?^Z\xeb\x17\xdd\x01\x97\xb0\xd7U\xc4\x844\xa6?\xef~u\xfc\xae\x1a\x92r\xd7\x03\r8\xa00\x9d\xe0\x8a\xa7a+`\xce\xb3\xb2Z\x82\xfb\x99\xf6\x1c;\xbaR)\x82\x00\x10\xe6y\xb4\xd2U}\xb9\x0cP\x80\xde\x9c\xa0\x99\xde`B\xcd\x9e\xe9\xa80\xf9\xf3\xe4p>L\xe9\xf38,\xed\x9e\x1f@""\x84\xf3\x0bS}I61\xa9\xa4&\xccF\x84#\xa5 \xb1\xf38\xeb\xfc\x91/\xcfp\x99I\xfa\xa3+?\xa9\x99\xeb\xd2|\xb0\xf0'"
"It resembles the upper half of the twin-lens camera in that a mirror, set at an angle of forty-five degrees to the plate, is interposed between the latter and the lens, and reflects its image to a ground glass on top of the camera.","b'EZ\x81\x92\xad\xd3\xc9\x7fg\xf4\x85)M\x06\xbcVu\xd0\x07\xdd\x87\xfc\xdb\xf0>\xd8Y]P\x1a\xa7\xce7\xc8\x08t\x91\xebKq\x9cn\x9f\xe9\xf7\xa1\xa8u\xf8\x1f\xce,\xf6\xcc|\xd6dA;V\x19\x0e\xdd/b:b\xa3+\x91\xdar\x9a&N\xa0\xb1\xe6\xc2\xfa`H\xc4H\xfe\xed\x85%\xc5~\xfa AD\x12\xb5\x1c7b\xe2\x9b\x8f\x1a+\x90\x9f\xb1\x04%""\x852f\xb0\x1e0#\x1f\xfe\xf9\\^\xe0]s0)<\x1aR\xf6\x87Nfi\xe9\x93\xf3R4\xfc\x04\xf6k\xa2=\xf6\xf6\xee\x0e\xd0\x9a\xdde\xcbtm\xf7\xa7RpQ\xed\xf720\xe4\xcb\x80\xd1[\x04\xf6\xf9\xd8\x00\x14=\xdd\xf8i)q\xcc\xe7\xa4\xd4\x94X\x86\xa1\x19\x87\xc7\xba~9kh\xbd\xca\x9a\x1f\x0b\x941%\xba\x11\xbb\x03\xd3\xaad\xdb\xef\x19\xf9\xcf\xe9[\xf0\xd4F@\xf8:\xbd8\xe6^'"
"This mirror, however, is movable, and the desired object appearing in focus on the ground glass, a lever is pressed downward which raises the mirror to the top of the box, where it automatically releases a focal-plane shutter (see beyond, under The Shutter) directly in front of the plate, when the image-bearing rays, before intercepted and reflected by the mirror, are registered on the plate, from which the slide had previously been drawn.","b""\xf4|-\xfd\xc2\xd2>\xf2 x\xbf\xa1\xc3(\xa9e\x97\xce!Q\x0b\x19\x94*N\x81-K\x07v_\xa5C\xabp\xe3+E\xd44\x18\xab\xb4\x94\xdd\x9e\x1f\xcas\xccv\xeb\xfd\xa5\x14\x11\xf6#O\xbe{h\xbb\x1a$<\xc8n\xd31Z\xa8N\xb8\xbc\xee\xef\xa6,n\x02\x01\xc2\x08\xb3\xb9\xdc\x9a\x063v`\x8b\x8d\x11z\x19.x\x9e\xba&\xe0d\x87\nfo\x8fp\xff\x15\x91\x80\xdf\x93\xf3\xdd#\x1a\xdb\xf0\x82*\xa6\xd7r\xf9;\x04\x1c\x11C\xb6\x12 ^\x9f\x92\x85\x11\x90\x9e9\\>\x97~P\xda\xe4w\xa4.!\x07Aca*j\xca\xa3!\xc7\x9d\xce-\xda\x99\x8aF:\x9f*}\xc7\xcc\x14E\xd3\x89\xb9\x98<:\xdb\xe9Z,-\x01\xab\xd3\x88\x0f\xfb\xca6\xe2%8\xa6I\xf3\xf0\xdd\xd7jb\x84\xe2'\xb1\x04\xd5iiC(\x8by\xd4\xed\x05HC\xa0\x08_\x9a\xc0\x84\x9c\x94\xcc\xa4\x1cMK.R\\\xf0~\xc7\xa8\x1e,\xa9\x0b\x03~\xd9=\x02^\xa4\xa1\x8dv\xec\x0b\xbc\xc2$l\x13\x97\x96L\x84\xa6\xf2\x98{<u7q\x0b\x00\xab\xf3Wq\x03\x9ea\xdcr\x02\xc1;\xfc\xc7\xfe\x9d\x12\x91\xac\xda\x94\xdbpQ\xa8\x7f,\xca\x94\xbd*\xda\xe9R\xc4\x1f\x9b\xbcX\x96m\x00\x97F\xfa\xba\x86\n\r\x84\xb2\xab}\x87s\xa3\xbe\xd6\x8ey\xaa\xe9\xee\x14I(\xed\xb4\xfdT.\xbf\xf0-m\xcd\x9c\x1agV\x9al\xbb\xde%\xab\xca\n\xef\x11\x8c\xbf\xb1\x11\xdd\x92\xc2-)\xb8\xb9Z\t\x1f%\xd9\x07\xa6\n\x06n\xb9h\xc1\xfe\x02\xf9\xb0=KP-\xc7%\xf2\xe62O\x8e\xdb\x90\x8bqBuk\x91\xc6\xfa\xa3\xb1\x9c\xb4\xa5Ff\x81\xce\x943\xa8\xc2y(\x98\xf6\xcc\xb3x\xa2\x01"""
"When the focal-plane or curtain shutter has been set and the slide drawn from the plate holder, this camera is like a cocked gun, which may be fired the moment it is sighted; or, in other words, the exposure may be made the instant focus is secured.","b'\xbf\xe0\xb6\xe6;\xb6\x1f+D\xa8\xa0\xe7pU\x99\xf8\xbc\xe9\x1f\x9a\x8eY\xc7\x1e1x\xddT#\xcf\xb5\x97n\x8a\x03.\xd3.,\xd6\xdd\xf4\x92n6\xf1\xc0\x05.\x8b\xa1\x02\\[3d\x82\xa4\x9f\xb9Xk\xb8pE[?z\x86\xd9\x8bF\xc8\xdb\x86\xb8\xf5\xa5t\x0b}\x1ba\xcd\\51\xd3\x16@\xf2\xf6\x08\x81l\xe4\xd2\xed\x0f\xa3\xb0X!\xc1\xe56[\xd3\xfb\x130\x9a\xb8\xbe\xbd\x9f\xe7C\x0e\xfa\x03\xeb\x81b\n\xfe\xa6\xdf\xce\x91\xee6\xfc\x1f\xb6|\xde\x8a\xa9ZQ\xc2W\xc5\xe1\xb3Q\x95g\xecy\xb5\x97\xcc\x025\x0e@\x86\xde\xf6^\x12\x91-\xdf`\xc1<\xc7\xdb\xdc\x07\xaf:\xd6\x17\xd3\x17\xf2\xcb\x11\x8e\xb2\xe5\xed\x83\x01\n\xf5\x07=%\x9f\x89/6\xfb\xea\xc25\xc1\xfavgcZZ\xe3%\xfc\xae(e\xf0\xb2\xab\xcf\x8b\x86b\xe6?\xa5h1\x82\xbdi\xe3\xec\xdd\x8fGe\x82\x0c\x188\t\xa9\xbb\xb1p\xdc\xe3\xd6B\x01'"
"With this camera one may take advantage of any offering opportunity to secure a picture of a bird or beast when afield, and this fact, by increasing the possibilities of an outing, adds greatly to its pleasure.","b'\x9f}Ci\x9bPJ\xc1E\x1c\x07%\xfe\x1e\x8c<\xd7\x94xHe\x9b;\x12\xa63\xe0\xa6R\x93P\xa4B\'=\xce\xea\xc9\x93\x10R\xc1\n\xceh\x1a\x11\x9c*\x97\x96\x98\xf4\xe2\t\xc2,\xa0\xcc\xb4\xff\xa4\x02\x9e\t|\xc0\xb7-\xf3X\xa6\x90\x8a\x91\xc2w\x94Qw\x13\x8cQn\xea\x18)\x156\xdd\xc6v\xcd6\xd4V\xea"".>d\xc4A%\xc3\x88""\xb7\xd5H/z2\x07\xf1YtF\xb5a3{""\n\x0f\xfd\x12\x82\xa2\xad\x0eC\x051\x97>\xb8:t\xf7b\x9a/\x86\xfd\xf5SD\x86\xc64\xfb\xb7\x14\xf6g\xbb\xdf""\x1f\xe8\x92\x14?P\x86\x1e\xc0\xb6s1\xae\x94\xe3\\\xebH>(\xee\x88\x1f\x90\xf9\x1d\xa26%\xdd\x82\x06\x9e\xe3\xd7-\x14u]\x89\xc4\x8b\x82A\x9e\x9du\x1b\x8a\x8a\xc2'"
"Rowley has so designed this camera that it may be used from a tripod as well as in the hands; but when the tripod camera is to be left, perhaps for hours, hidden near some bird’s nest, I prefer to employ the long-focus for this purpose, and retain 10the reflecting camera for possible use on the birds that so often approach closely when one is in hiding.","b'^\xb4\x0c\xb2;V\xaa\x1d\x05\'\x93\xca,\xa3\n\xf8\xf5d\xab\x93ZI\xbe\xb8\xe4$u\x17/!fqr\x15f+\xe9NE\x18*\xd6\x99`\xf0\xa0\x8d\xf9\xcd\x82\xa2\xc9\xeb\xdc\t} \x08X\xb5<\x8e\x06\xd3\rO\xe3\x03\xd4\xc7x\xa19I\xc0\x12WMT\x9b\xea\xc7\xe3Y\xad\x12\x93\x8f@u\xcdr&9o\xe5S\x84\x94\xdbF\xfd ).\xf3\xe3\x0b6\xae\xc55\x8f\xba\xe2o\x83\x16\x86Mak\xa6q~\xf9\xbf\xbc\xfa\xcb\x14(\'l\x91,[\x11\x88\xbd\x15\xd9\'\x1f\xcdt^\xfd\xdd\t\xe9\x10?\xae\xacE\xaf\x06\xc2\xd5\x95\x0c\x13P\xcd\x01\xb7\xec2w]\x94\xf9\xe6/\xde\xe2\x1e\x8f\xcaY\xb7\xd2@\x9c@\x9e:\xfeO\x9e\xb3\xa3a\x14\xf1*\xfe{\xab{\x8d@\xc7?\xa7N\xd1\x9e\xdc\xbe\xd4\x1c\xceV\rq\x80\x03\x16)b\xb0\xdc\x084w\xbdc\x88\x19f\xbfE\x13\xee4\xe19\'\x0eD\xd5\xba\x03\xac\xd3\x1ex\x11\xbf\x98\x02s\xb1x\xa8d\xe1\x04\xcc\xeaR\x1dJ\x89\x04""\xed\xa1\xc7\xafg\xaa\x19\x85\x8c\xa1\xb2\xff\xd9)jp\x1fp\x1f:x\x07MP\xf1$\xfe\xae\x94\xcf\x95\xceg\x122\x8f9\xee\xdd\x10\xf92\xe7J\xa8\x8a\x82\x8a)iS_(k\x02\x85\xcd\x9d\x1c\xfe0F\x92i6UBVEP\xa3\xba\x9a\'\xc1b\xb3{Y\xf9\xa4\xbfb:\xba\x95\xbf\x16X'"
"—Professional photographers differ so widely in their opinions of the relative qualities of the various makes of lenses now on the market, that I approach this subject with diffidence, and, without presuming to offer advice, present the results of my experience both as to lenses and the requirements of the bird photographer.","b'6%pn\xf4A\xbe\xc710\'\xa5@h\x01\xab\xe4\x9fW\\e\x0e\x00\x93|\xf5\x04\x08\xf1Y\xfa\x92\x13;\xbdM\x99G\xe3\x1d\xc9\xc3\x99\x00\x19\xe2\x94_r\x00P}\xf5\x11 \xdc\xaa\xa1\xcfn0\xc0Ba\x8d\xde0\x12\x18@h\x14\x1f\xcc\xc9&\x8f2\xc1\xf85\xc2\rd\x96\x9c|\xaf\xa8\x92\x04\xbe\x15\xed\xc1z\x16\xc1\xcc\x9e\x97I\xef0=\x1bJ\t\x80Znd\x14\xb8M\xcd\xc4R@\xfd\xdc\x87\x87\xfcTn\xcd\xe1{\xe8`\xf9\x8c!\xbb\xfa;}\x81\x96\x141\xdf\xdf\xf4\xe6p\xf7\t\xd8\xc2G\x9a\x1a\x87\x857Rg\x94BO\xd4\x87\xe7\xe4\x82Y\xabM5\x89n\x02\xdf\xf1\xa7\xcdA\x89-\x80\xc9\xbd_\xcf\xcc\xfe*\xcc\x97s\xac\x06\xec\xdcFc\x05\xfe"".Q\xc9(n?*\x07mh\x01<],\x16K\x9d\xdac\xfaf\n\xce\xf3\xe95\xeb\xba\x15\x15h\xd3^\xe8\xd0I\'^\x81L\xd1Rp\x80\xd8\xff\xb8\xc3\x9eGD\xc5\xc2v\xc2\x03\x92z\xf70b\xb5\x15\xfd\xbd\x12\xd1>\xd7\xfd\x1b\x00\x1c\xbb\xe2n/\x03\x8co\xfdR\x9bo\xa4%wn3\x13.\xcdY \xdb\xed|\x8d\xbdY\xc8\x836\x96>\\\x80z\xbfO\xbe\xcb_\xe9\xe1\x1dU\x10\xdb@\x9d\xdd1\xbb\xec*E'"
"For nests with eggs or young birds—subjects which may be approached closely—a six- to eight-inch-focus lens forms a large enough image, and at the same time gives depth of focus and sharpness of definition without the use of the smaller diaphragms.","b'\x0e\x15u@b\xf1\xb2c\xbc\xe0\xf5\xb2\xc4\x95\xe3p\t`W\xb8\xbe\x90\xb12>\xfa\xcb\x0b\x98\xef1g\x9e\xa7\x92\xef3\x1b\x9a\xe0\xf4\xbc\xb5\xe3mz\x8b\xd5,$\xea\xb6\xd3_\xa5Id\x89a\xb7+\x89+\xcf\x86d\x8d8\xa1\x80\x86\xa6\t\x99`\x85\x13\x0c\xeb\x0c\xf0\xd2\xa8\xf1\x0e\xbd\xc2KET\xfc\xd8\x1c\xf1\xcc\x1d\x8e\xf8\x83;Z<GZ\xc7\xa1\x9b\x82\xa1\xa2\xe35\xc2\x8c\x93\xbd8Zv~\x9b\xaak\xc4g\xbaw\xce\xa9\xc9\x1f\xbb\xfb\xa3v\xd8zS!W\x0e\x93\xf7\xb0\xe6\x85""j\xbba4\xdc\xa1J\xecC\x08x\xec\xf6-&_\xd2\x86\x08\x9b\x85\xd3\xeaF\xba\x89\xe9\x1f7F\xc3\xf5\x81\xc9\xd2<\n\x12\xcdd3\x8b\xfb\xaa\xe8\xf2zj\x1b5\xc0\xfbt\xe9\x96\xa3\xd5-^(\x90\xcdQ\xb7#\xdbc$\xf2\xe8\x8a\xe1\x97\xa8s\x8eer\x80\x93\xa8=\xdc\x1d\xce\xf9\xb6\xfa\x9f\xa7\xa5}o\xb5\xff\xc3\x8c\xebi\xa6]O\xd4\xa6\xfd'"
"In photographing birds, however, it is generally difficult to get within “shooting” distance, and at least a fourteen- to sixteen-inch lens is needed in order to secure an image of sufficient size.","b""'\xf6\xc2\xc5(\xe36\xe4\x13;a4\x17\x1a\xdb\x9b\x91'\x9a\xb1\xc3\xb5R%\x7f\xf4r\x8f\x99\xbbq\xe3$\x86\xa4\x97U\xbdf\x8cBl\x0f\x1e\x9f\xaf\xef\xb05\x19\x11\x7f\xbb#\x11Z\x0c\x94g{Ax%\xbfi\xcf@M\xe4\x81\xa4i\xa8\x9b\xab\x94\x87+\x11t\x96t\xee\x04\x10\xbfB\x1e\xcb\xfdI\xe5\xdb\xef\x1d\xf2\xd6Q1\x899\x08>\xe8W(E\x86.\xbe-\xea\xd0s\x7f@\x1c\xc0)\xc0G\xad\ne\x1a\x1f\xa1\xaen\nE-x~\xb8<-c\xb8\x1b\x9f\xbb\x04\xe1r\x19e+\x86\x12\x03Q\x99\xfa\x04\xb8\xc3r\x9d\x88{\xd0\xbf\xd3\x8e}2~\x99\xd9\xac\xb7\xdd\xe7\x13\xc3\xf0\x14#\xc1*\xa1\xb3[\x8e\xa3y\x0b\xb0\xe9\xfc\xea \x8c\xa4\xb4c\x80\xa7\xea\xc9"""
"Depth of focus is here, in my opinion, not desirable, and the focal point—the bird—is brought out more clearly by the fusion of all the objects back of it into a uniform background.","b""\x98\xa2\xcf\xa0\xa2\x1b\xb6\xed\x1b*\xd1\xc6\xf4%>\x8e\xbd\xc3\xf5\xbfb/u\x81@j\xb4'\x8f\xcc\x10\xb7\xe0Q$P\x9b\xdd\xbaK\x9b\x94Qc\xd8z\x17\xcf\t\xdb\x96\x06\xe1\xab\xfe\x97\x01q\x8f\xe9\x93\xaf\xc3\xca$o\x1a\xbe{\xab\x0c\n\xe4M$`\xe4\t\xa1\xcd\xe0\xe4\x91\x1a\xdd_\xa7\xc9\x7fs\x7f\xcf\xf5hR\xff\x024\xbd\x9f\xa2cRS\xaa,x\xb3\x82\x0cG2\x8e\xed\x02\x99\x02CT3<\xf2\xf6x)uS\xd9\xd3\x84\rs\xbfIp\x13\xadV\xc1\xb5\x15UL*\xef\xefZEU\x92Z$\xe1\xb8\xa51\x15\xb9\x89K\x9d\x7f\xc5f\x14\xc5\xfb\xfav)\xdfs\x94\xdb\xbf\xe8\x06\xd0$\x85\x94\x14\xf1\xcb\xc3"""
"When a bird, either young or old, is the subject, great speed may be required, and sometimes under light conditions which severely test the qualities of the lens.","b'\x81\xce\x898\x9c\xfe(E\x94w\xab\x10L\x05h\xf2\x822\x08\x80\xf3\x9d\xbd""\xef\xfb8/\xbfpB\x83\x9d1<d\xc2\xd7\x1e\x0bQ\x8dC\x12\xd5\x0c\x84k\xa6\xd3\xe66I\x0f[\x9e\x1c2\xab\xa3\xff\x01\xc3\x03\xfb\x8d\xfc,\x9at\xac\x99\xa3~.\xc3\xd7\x9b2X\xe5\x88\xe1""O\xbb\x1c\xce\x03\xaf},\xf90\x82\xe1\x04=T\xdc\x14K\x98}g-\xe5\x90\x1d\xa1\xb7\xe6\xde=\xa7b>\x04M\xd4\xe6 r\xa6\x00\xd3\x1e!\x96!\x87e\xbb\xe7\xb5+""kT0\xf1_w\xb9\xb1\x1c\xd1\xa5|@\xe4\x0b:\xe8\xacOA\xe9L\xc4\xc3\xc6'"
